Stock,Coef_Lag1,Coef_Lag5,Intercept,R_squared
SOUN,-0.01515399404345741,-0.005873071559202819,11.341050103573732,0.0025391928676976594
MARA,0.010826381893282642,0.0073962831003543065,24.178210791656426,0.002136570535953952
LCID,-0.009086587528773123,0.0009150427898271162,8.934555073038178,0.0036032460814978684
QSI,-0.012637504883009036,-0.001929368252364475,5.632675961190028,0.0013328044680612772
KITT,-0.00941320989210735,-0.0064694551186542356,5.99734860864653,0.0008278513939714571
NITO,-0.01682262152967801,-0.0007955662957987277,6.133864662394563,0.0008873155225704865
